ID,Title,Abstract
372,Rectangular Hierarchical Cartograms for Socio-Economic Data,"We present rectangular hierarchical cartograms for mapping socio-economic data. These density-normalising cartograms size spatial units by population, increasing the ease with which data for densely populated areas can be visually resolved compared to more conventional cartographic projections. Their hierarchical nature enables the study of spatial granularity in spatial hierarchies, hierarchical categorical data and multivariate data through false hierarchies. They are space-filling representations that make efficient use of space and their rectangular nature (which aims to be as square as possible) improves the ability to compare the sizes (therefore population) of geographical units. We demonstrate these cartograms by mapping the Office for National Statistics Output Area Classification (OAC) by unit postcode (1.52 million in Great Britain) through the postcode hierarchy, using these to explore spatial variation. We provide rich and detailed spatial summaries of socio-economic characteristics of population as types of treemap, exploring the effects of reconfiguring them to study spatial and non-spatial aspects of the OAC classification."
373,Readable Layout of Unbalanced N-ary Trees,"The automatic layout of unbounded n-ary tree structures is a problem of subjectively meshing two independent goals: clarity and space efficiency. This paper presents a minimal set of subjective aesthetics which insures highly readable structures, without overly restricted flexibility in the layout of the tree. This flexibility underlies the algorithm's ability to produce readable trees with greater uniformity of node density throughout the display than achieved by previous algorithms, an especially useful characteristic where nodes are labelled with text."
374,Stable Treemaps via Local Moves,"Treemaps are a popular tool to visualize hierarchical data: items are represented by nested rectangles and the area of each rectangle corresponds to the data being visualized for this item. The visual quality of a treemap is commonly measured via the aspect ratio of the rectangles. If the data changes, then a second important quality criterion is the stability of the treemap: how much does the treemap change as the data changes. We present a novel stable treemapping algorithm that has very high visual quality. Whereas existing treemapping algorithms generally recompute the treemap every time the input changes, our algorithm changes the layout of the treemap using only local modifications. This approach not only gives us direct control over stability, but it also allows us to use a larger set of possible layouts, thus provably resulting in treemaps of higher visual quality compared to existing algorithms. We further prove that we can reach all possible treemap layouts using only our local modifications. Furthermore, we introduce a new measure for stability that better captures the relative positions of rectangles. We finally show via experiments on real-world data that our algorithm outperforms existing treemapping algorithms also in practice on either visual quality and/or stability. Our algorithm scores high on stability regardless of whether we use an existing stability measure or our new measure."
375,FlexTree: Visualising large quantities of hierarchical information,"Visualising large quantities of hierarchical information is a difficult topic in information visualisation and it has been attracting much effort since the emergence of this research area. The paper presents the FlexTree, an approach to visualising, navigating and analysing large hierarchies. It is based on the focus+context technique and combines the power of the histogram with traditional two dimensional (2D) node-link diagrams. This approach maintains the context of a large hierarchy while providing easy and consistent access to details of multiple focal points. Simple aesthetic rules and an interactive design were applied to the system. As a demonstration of the approach a computer file system hierarchy with 6,351 file folders and 130,400 files on a personal computer has been successfully visualised."
376,Multiple foci visualisation of large hierarchies with FlexTree,"One of the main tasks in information visualisation research is creating visual tools to facilitate human understanding of large and complex information spaces. Hierarchies, being a good mechanism for organising such information, are ubiquitous. Although much research effort has been spent on finding useful representations for hierarchies, visualising large hierarchies is still a difficult topic. One of the difficulties is how to handle the ever increasing scale of hierarchies. Another is how to enable the user to focus on multiple selections of interest while maintaining context. This paper describes a hierarchy visualisation technique called FlexTree to address these problems. It contains some important features that have not been exploited so far. A profile or contour unique to the hierarchy being visualised can be viewed in a bar chart layout. A normalised view of a common attribute of all nodes can be selected by the user. Multiple foci are consistently accessible within a global context through interaction. Furthermore it can handle a large hierarchy that contains 10,000 nodes in a PC environment. This technique has been applied to visualise computer file system structures and decision trees from data mining results. The results from informal user evaluations against these two applications are also presented. User feedback suggests that FlexTree is suitable for visualising large decision trees."
377,LensTree: Browsing and Navigating Large Hierarchical Information Structures,"This paper presents LensTree, a novel browsing and navigation tool for large hierarchical information structures. It enhances traditional indented lists by applying focus+context view to its design. LensTree dynamically changes the sizes of nodes to provide a focal area around the mouse pointer while keeping nodes in the peripheral area in smaller sizes as context. This enables it to display a larger hierarchy than traditional indented lists within the same screen area. Therefore scrolling and expanding/collapsing are less often used so that it is more efficient for performing browsing and navigation tasks. An informal user test was conducted and the users showed strong interest to LensTree's visual presentation. It suggested that this technique was worth further exploitation."
378,A comparative evaluation on tree visualization methods for hierarchical structures with large fan-outs,"Hierarchical structures with large fan-outs are hard to browse and understand. In the conventional node-link tree visualization, the screen quickly becomes overcrowded as users open nodes that have too many child nodes to fit in one screen. To address this problem, we propose two extensions to the conventional node-link tree visualization: a list view with a scrollbar and a multi-column interface. We compared them against the conventional tree visualization interface in a user study. Results show that users are able to browse and understand the tree structure faster with the multi-column interface than the other two interfaces. Overall, they also liked the multi-column better than others."
379,Rectangular Tree Browser: a Navigation and Visualization Tool for Large Hierarchies,"Hierarchies, also known as trees, is a good means to manage information. Therefore handling hierarchical data structures becomes an important task in the field of information visualization. Focus+context concept is a well-known strategy to cope with the representation of large collections of data. This concept has been applied to many tools for visualizing large hierarchies, such as Hyperbolic Browser, SpaceTree, DOI Tree, etc. Despite the success of these tools, they could not adequately utilize the display space. We propose a technique named Rectangular Tree Browser for the visualization and navigation of large hierarchies. The technique lays out the tree on an imaginary geometrical plane with the root in the center, and then transforms and maps the plane to a limited rectangle area rather than an ellipse area as Hyperbolic Browser does. Comparing with Hyperbolic Browser, our browser makes better use of the display space. Moreover, because regular user interface components are rectangular, by doing this transformation, the browser is easy to be integrated into a user interface that contains more components. We conducted an informal user test with five users performing navigation and selection tasks. Through observation and interview, we found that our users didn't experience any uncomfortability. We believe that Rectangular Tree Browser has the potential to be a good tool for navigation and visualization of large hierarchies."
380,"Focus+Context Display and Navigation Techniques for Enhancing Radial, Space-Filling Hierarchy Visualizations","Radial, space-filling visualizations can be useful for depicting information hierarchies, but they suffer from one major problem. As the hierarchy grows in size, many items become small, peripheral slices that are difficult to distinguish. We have developed three visualization/interaction techniques that provide flexible browsing of the display. The techniques allow viewers to examine the small items in detail while providing context within the entire information hierarchy. Additionally, smooth transitions between views help users maintain orientation within the complete information space."
381,An evaluation of space-filling information visualizations for depicting hierarchical structures,"A variety of information visualization tools have been developed recently, but relatively little effort has been made to evaluate the effectiveness and utility of the tools. This article describes results from two empirical studies of two visualization tools for depicting hierarchies, in particular, computer file and directory structures. The two tools examined implement space-filling methodologies, one rectangular, the Treemap method, and one circular, the Sunburst method. Participants performed typical file/directory search and analysis tasks using the two tools. In general, performance trends favored the Sunburst tool with respect to correct task performance, particularly on initial use. Performance with Treemap tended to improve over time and use, suggesting a greater learning cost that was partially recouped over time. Each tool afforded somewhat different search strategies, which also appeared to influence performance. Finally, participants strongly preferred the Sunburst tool, citing better ability to convey structure and hierarchy."
382,Representing development history in software cities,In this paper we describe a systematic approach to utilize the city metaphor for the visualization of large software systems as evolving software cities. The main contribution is a new layout approach which explicitly takes the development history of software systems into account and makes history directly visible in the layouts. These layouts incrementally evolve in a very smooth and stable way during the development of the represented software system. They are used as a visualization platform for integrating a large variety of product and process data and thus create a coherent set of specialized visualizations. To illustrate this we present some example maps capturing specific development history aspects.
383,Understanding software evolution with software cities,"Software cities are visualizations of software systems in the form of virtual cities. They are used as platforms to integrate a large variety of product- and process-related analysis data. Their usability, however, for real-world software development often suffers from their inability to appropriately deal with software changes. Even small structural changes can disrupt the overall structure of the city, which in turn corrupts the mental maps of its users. In this article we describe a systematic approach to utilize the city metaphor for the visualization of evolving software systems as growing software cities. The main contribution is a new layout approach which explicitly takes the development history of software systems into account. The approach has two important effects: first, it creates a stable gestalt of software cities even when the underlying software systems evolve; thus, by preserving its users’ mental maps these cities are especially suitable for use during ongoing system development. Second, it makes history directly visible in the city layouts, which allows for supporting novel analysis scenarios. We illustrate such scenarios by presenting several thematic cities’ maps, each capturing specific development history aspects."
384,Optimal orientations of cells in slicing floorplan designs,"A methodology of VLSI layout described by several authors first determines the relative positions of indivisible pieces, called cells, on the chip. Various optimizations are then performed on this initial layout to minimize some cost measure such as chip area or perimeter. If each cell is a rectangle with given dimensions, one optimization problem is to choose orientations of all the cells to minimize the cost measure. A polynomial time algorithm is given for this optimization problem for layouts of a special type called slicings. However, orientation optimization for more general layouts is shown to be NP-complete (in the strong sense)."
385,Method and apparatus for displaying data within a three-dimensional information landscape,A method and apparatus are presented for displaying three-dimensional navigable display space containing an aggregation of graphical objects and an overview of the aggregation of display objects. An altered perspective is provided by compressing the horizontal dimension of the displayed objects so that a user can see a representative overview of the entire aggregation of display objects that have been selected for display together on a display screen. The compressed component is expanded so that the objects appear wider as a navigator approaches the displayed objects. A spotlight shines down on objects responsive to a data query. The spotlight serves as a navigation aid to the navigator so that highlighted items are visible from a distance and can be easily located. The user's view of the display space is altered so that the navigator perceives that he is traveling in a straight line when approaching a display object in a display space in which the horizontal dimension of displayed objects is compressed in accordance with the apparent distance between a displayed object and the navigator.
386,Method and apparatus for navigation within three-dimensional information landscape,"A method and apparatus for navigating within a three dimensional graphic display space and manipulating information and data represented by objects in display space. The method and apparatus presents users with a vastly expanded view of their data, displayed with a richer dimensionality. Data objects represented by graphic objects are arranged into a navigable landscape representing the containership and contextual relations of the underlying data. The graphic objects are columns, pedestals and disks, which represent data blocks, cells, and comparative values respectively. The columns rest on the pedestals. The disks are located with respect to the top of the column to signify a comparative attribute. The pedestal rest upon a ground plane. The ground plane represents a threshold value. Data attributes may be represented by visual, textual, executable, or audible characteristics of the display. The user may interact with the data to affect change in the underlying data or its representation within the display space. Less detail is displayed as the user navigates away from objects within the display space. Objects change from three-dimensional to two-dimensional, to line segments as the user moves away from the objects. Visible attributes such as text and icons are not displayed for distant objects."
387,Fast Dynamic Voronoi Treemaps,"The Voronoi Treemap is a space-filling treemap technique that relaxes the constraints of rectangular nodes. Its organic shapes maintain a one-to-one aspect ratio, are flexible with their placement, allowing stable zooming and dynamic data values. In this paper, we present algorithms for efficient computation and dynamic update of Voronoi Treemaps. Our GPGPU-based technique allows for rapid computation of centroidal Voronoi Diagrams, providing almost two orders of magnitude speedup over previous work. In addition, we present a hierarchical algorithm for stable updates. Finally, we demonstrate the application of Voronoi treemaps to real-world dynamic datasets, including interactive navigation."
388,Nested Pie Chart,"A pie chart divides a circle or ellipse into slices, where the size and color of each slice is based on some attributes of the elements it represents. For example, one can show the constituents of a stock porfolio in a pie-chart, where each slice will be occupied by one stock and the size of the slice will be decided by the total value of the portfolio, and the color determined by percentage price change. A Nested Pie Chart extends the functionality of a pie-chart by adding letting it represent a tree data model, thus making it a elliptical heatmap."
389,A Low Complexity Recursive Force-Directed Tree Layout Algorithm Based on the Lennard-Jones Potential,"In this paper, a low complexity force-directed tree layout algorithm based on the Lennard-Jones potential is described. The recursive method lays out sub-trees as small disks contained in their parent disk. Inside each disk, children disks are dynamically laid out using a new force directed simulation. Unlike most other force directed layout methods which run in quadratic time for each simulation step, this algorithm runs in O(n**(m+1)/m) time per each step for a tree with n nodes, depth m and all the nodes having uniform number of children. The layout uses space efficiently and reflects both global structure and local detail. The method supports runtime insertion and deletion. Both operations and the evolving process are rendered with smooth animation to preserve visual continuity. The method could be used to monitor in real time, visualize and analyze a wide variety of data which has a rooted tree structure, e.g. internet hosts could be laid out by domain name (DNS) hierarchies. This paper gives a description of the algorithm, a complexity analysis and an example of how the algorithm is implemented to visualize DNS tree."
390,FROTH -- A force-directed representation of tree hierarchies,"FROTH is the implementation of a low complexity force-directed tree layout algorithm based on the Lennard-Jones potential. The recursive method lays out sub-trees as small disks contained in their parent disk. Inside each disk, children disks are dynamically laid out using a new force directed simulation. Unlike most other force-directed layout methods which run in quadratic time for each simulation step, this algorithm runs in $O(n^m+1/m)$ time per each step for a tree with $n$ nodes, depth $m$ and all the nodes having uniform number of children. The layout uses space efficiently and reflects both global structure and local detail. The method supports runtime insertion and deletion. Both operations and the evolving process are rendered with smooth animation to preserve visual continuity. The method could be used to monitor in real time, visualize and analyze a wide variety of data which has a rooted tree structure, e.g. internet hosts could be laid out by domain name (DNS) hierarchies."
391,Enhanced spatial stability with Hilbert and Moore Treemaps,"Treemaps are a well known and powerful space-filling visualisation method for displaying hierarchical data. Many alternative treemap algorithms have been proposed, often with the aim being to optimise performance across several criteria, including spatial stability to assist users in locating and monitoring items of interest. In this paper we demonstrate that spatial stability is not fully captured by the commonly used `distance change' metric, and we introduce a new `location drift' metric to more fully capture spatial stability. An empirical study examines the validity and usefulness of the location drift metric, showing that it explains some effects on user performance that distance change does not. Next, we introduce `Hilbert' and `Moore' treemap algorithms, which are designed to achieve high spatial stability. We assess their performance in comparison to other treemaps, showing that Hilbert and Moore treemaps perform well across all stability metrics."
392,AdaptiviTree: Adaptive Tree Visualization for Tournament-Style Brackets,"Online pick'em games, such as the recent NCAA college basketball March Madness tournament, form a large and rapidly growing industry. In these games, players make predictions on a tournament bracket that defines which competitors play each other and how they proceed toward a single champion. Throughout the course of the tournament, players monitor the brackets to track progress and to compare predictions made by multiple players. This is often a complex sense making task. The classic bracket visualization was designed for use on paper and utilizes an incrementally additive system in which the winner of each match-up is rewritten in the next round as the tournament progresses. Unfortunately, this representation requires a significant amount of space and makes it relatively difficult to get a quick overview of the tournament state since competitors take arbitrary paths through the static bracket. In this paper, we present AdaptiviTree, a novel visualization that adaptively deforms the representation of the tree and uses its shape to convey outcome information. AdaptiviTree not only provides a more compact and understandable representation, but also allows overlays that display predictions as well as other statistics. We describe results from a lab study we conducted to explore the efficacy of AdaptiviTree, as well as from a deployment of the system in a recent real-world sports tournament."
393,Adaptive tree visualization for tournament-style brackets,"An adaptive tree visualization system and method for adaptively deforming a traditional bracket tree to visualize information about competitors in a linear manner. A one-dimensional result line emanates from the name of each competitor such that the progress of each competitor can be immediately determined by examining the length of the competitor's result line. The result line typically is composed of multiple result line segments. Each line segment spans a particular time period column to indicate that the competitor is matched up with another competitor during that time period. A pending result line segment spans the adjacent time period to indicate that the results of the match-up are unknown. Once the result of the match-up is known, the pending result line is added to the result line segment of the winning competitor. This extends the winner's result line into the next time period while the loser's result line remains unchanged."
394,Treecube: Visualization Tool for Browsing 3D Multimedia Data,"This paper proposes a new 3D visualization tool for hierarchical information. A 2D visualization tool for hierarchical information called treemap has already been proposed by Ben Shneiderman, et al. in 1992. In general, hierarchical information is represented as a tree structure. Treemap hierarchically lays out each node as a bounding box, whose size is the same as the specific weight or attribute value of the node. After the original treemap algorithm called slice-and-dice, some extensions to it have been proposed: squarified treemap, ordered treemap and strip treemap. Furthermore, quantum treemap is a quantization version of these extensions. In this paper, the authors propose a new 3D visualization tool for hierarchical information called treecube that can be taken as a 3D extension of treemap. Especially, this paper shows its usefulness for browsing 3D multimedia data, i.e., 2D images, 3D shape models, motion data, etc., originally stored in a file system."
395,Interactive Interfaces of Treecube for Browsing 3D Multimedia Data,"The authors of this paper have already proposed Treecube which is a visualization tool for browsing 3D multimedia data. In this paper, the authors also propose its interactive interfaces for efficiently browsing 3D multimedia data. Treecube is regarded as a 3D extension of treemap, which is a visualization tool for hierarchical information proposed by Ben Shneiderman et al. in 1992. For treemap, there are several layout algorithms: slice-and-dice, ordered treemap, strip treemap and so on. Furthermore, quantum treemap exists. It means a quantization version of these treemap layout algorithms. The authors implemented mainly three layout algorithms, i.e., slice-and-dice, ordered and strip treecube algorithm, and implemented their quantization version. Practically sophisticated interfaces are necessary for efficiently browsing 3D multimedia data. In this paper, the authors also propose such interfaces. The authors implemented mainly five interface functionalities for the following operations. (1) ""Cutting plane"" concept to solve the occlusion problem, i.e., nodes located before the plane are hidden to make it easy to see inside nodes. (2) The control of node frames, i.e., their brightness and thickness, for easily understanding the hierarchical structure of nodes. (3) Standard operations for the translation and the rotation of an eye position, and for the zoom in/out. (4) Particular operations for the extraction of the user focus node and for the backward/forward for browsing such node. The authors also implemented (5) a function to assign color information to any node properties because color is the most important factor of the visual display properties."
396,Visualizing Time-Dependent Data in Multivariate Hierarchic Plots -- Design and Evaluation of an Economic Application,"For successfully competing in a modern economy, large amounts of hierarchic time-dependent data need to be analyzed. As an example, one could consider the geographic composition of inflation in the European Union, or the revenue by product (sub) categories of a firm in the last month. Analysts wish to interpret the structure of the data not only at a single point in time, but examine the changes in the data categories through time. The analysts may need to consider additional dimensions to composition and time, such as the growth rate or profit rate. To reflect such analytic requirements, we have developed an interactive visualization of multi-dimensional, structured data taking the time dimension into account. The data are displayed in a three dimensional hierarchic circular or column plot. The time dimension of the data is represented by animation. Our system provides interactive tools for the visual data analysis and variable set-up of the data display. For better orientation in the data space, we have enhanced the visualization with smooth transitions between different data selections in case of 3D hierarchic plots. The techniques presented can be applied to various data domains. A user study using European inflation data has shown the usefulness for effective economic analysis."
397,Data Quality Visualization for Multivariate Hierarchic Data,"In many business applications, decision makers often have to base their decisions on large amounts of data from various sources. Often, the quality of this data varies substantially, affecting the degree of certainty the analyst can put into the analyzed data values. The data quality measures may be of qualitative or quantitative nature, and consist of one or many dimensions. In this poster paper, we first present a brief survey of currently available uncertainty visualization techniques. We then present experimental results we obtained with several techniques for visualization of multidimensional data quality information, applied on multivariate hierarchic data used in an economic data analysis scenario."
398,Combining extended Table Lens and Treemap techniques for visualizing tabular data,"We present a framework for visualizing large tabular data that combines two views: the table view and the treemap view. The table view extends the known table lens as follows: We cluster related elements to reduce subsampling artifacts and achieve table size independent rendering time; we use multiple-column sorting to create scenariospecific data hierarchies on the fly; and we use shaded cushions to show data structure and variation. Hierarchies built in the table view are shown in a customizable treemap view. One can choose both layout and rendering by a few clicks, effectively creating visual scenarios on-the-fly. We illustrate our framework on real-life stock data."
399,RINGS: A Technique for Visualizing Large Hierarchies,"We present RINGS, a technique for visualizing large trees. We introduce a new ringed circular layout of nodes to make more efficient use of limited display space. RINGS provides the user with the means to specify areas of primary andsecond ary focus, andis able to show multiple foci without compromising understanding of the graph. The strength of RINGS is its ability to show more area in focus andmore contextual information than existing techniques. We demonstrate the effectiveness of RINGS by applying it to the visualization of a Unix file directory."
400,"PaintingClass: Interactive construction, visualization and exploration of decision trees","Decision trees are commonly used for classification. We propose to use decision trees not just for classification but also for the wider purpose of knowledge discovery, because visualizing the decision tree can reveal much valuable information in the data. We introduce PaintingClass, a system for interactive construction, visualization and exploration of decision trees. PaintingClass provides an intuitive layout and convenient navigation of the decision tree. PaintingClass also provides the user the means to interactively construct the decision tree. Each node in the decision tree is displayed as a visual projection of the data. Through actual examples and comparison with other classification methods, we show that the user can effectively use PaintingClass to construct a decision tree and explore the decision tree to gain additional knowledge."
401,FSN: The 3D file system navigator,
402,"Method, system, and computer program product for visualizing data using partial hierarchies","A method, system, and computer program product provides data visualization which optimizes visualization of and navigation through hierarchies. A partial hierarchy is generated and displayed. The partial hierarchy consists of a number levels at least equal to a predetermined depth and less than a total number of levels included in a corresponding complete hierarchy. Parent nodes in the bottom level of the partial hierarchy have segments of connection lines extending toward child nodes not included in the partial hierarchy. A user is permitted to mark selected nodes or locations in a displayed partial hierarchy. Partial hierarchies are generated and stored in a cache or generated on-the-fly. Each partial hierarchy ends at a progressively deeper level. An interpolator interpolates a partial hierarchy layout by interpolating corresponding nodes in two partial hierarchies. A hierarchy manager manages partial hierarchies in response to requests from a viewer to move a camera to camera positions. Partial hierarchies are fetched from the cache or the interpolator. A display then displays display views of fetched partial hierarchies corresponding to the camera positions. During free-form navigation, a hierarchy manager determines and maintain an orientation based on at least one reference object. During zooming, an angular orientation is maintained through successive partial hierarchies. Mapping is also provided between a three-dimensional 3D partial hierarchy and a two-dimensional 2D overview of a complete hierarchy."
403,Method of generating and navigating a 3-D representation of a hierarchical data structure,"A method of generating a graphical representation of a hierarchical data structure to on a display unit, the hierarchical data structure including a first node having at least one content item. A graphic tree representative of the hierarchical data structure is displayed on the display unit, the graphic tree including a first graphic representation of the first node. A second graphic representation, associated with the first graphic representation, that provides a representation of a content item (e.g., a file) is displayed on the display unit, the second graphic representation differing in appearance from the first graphic representation."
404,Treemap display with minimum cell size,"A treemap with cells that have a minimum size so that large data sets can be clearly represented. A treemap that represents a plurality of data elements is generated, the treemap including a plurality of two-dimensional cells. Each cell represents a corresponding data element in the data set. The treemap includes a portion of a display screen assigned to a first cell so that the first cell has a size. A portion of the display screen is then assigned to a subsequent cell. The size of the first cell is adjusted in order to compensate for a size of the subsequent cell and to maintain the minimum cell size."
405,Kaleidoscope visualization of fine-grain parallel programs,"A software visualization tool is described that transforms program execution trace data from a multiprocessor into a single, color image. The image is essentially the program's logical procedure-invocation tree, displayed radially from the root. An algorithm is described that condenses the image both radially and laterally, producing a color-dense abstraction of the program's execution behavior: a program signature, within a workstation window. An implementation of the tool was made in X-Windows, including a user interface that can zoom the image and annotate any node in the image with the corresponding procedure-invocation data. Experimentation with the system was performed with trace data from Panda, a concurrent logic programming system on shared-memory multiprocessors. The authors demonstrate how the tool helps the programmer develop intuitions about parallel performance and how condensation successfully abstracts very large traces."
406,Fisheye Tree Views and Lenses for Graph Visualization,"We present interactive visual aids to support the exploration and navigation of graph layouts. They include fisheye tree views and composite lenses. These views provide, in an integrated manner, overview+detail and focus+context. Fisheye tree views are novel applications of the well known fisheye distortion technique. They facilitate the exploration of the hierarchy trees associated with clustered graphs. Composite lenses are the result of the integration of several lens techniques. They facilitate the display of local graph information that may be otherwise difficult to grasp in large and dense graph layouts"
407,Circular Tree Drawing by simulating network synchronisation dynamics and scaling,We present an algorithm which produces circular-shape layouts of trees by simulating synchronisation dynamics on the tree. Our approach consists of evolving scalar dynamical values assigned to the nodes. Then the dissimilarities between the values of each pair of nodes are utilised to calculate the coordinates of the nodes by using a lower bound on dissimilarities and scaling up the lower bound per iteration.
408,Interactive Rendering of Complex 3D-Treemaps,"3D-Treemaps are an important visualization technique for hierarchical views. In contrast to 2D-Treemaps, height can be used to map one additional attribute of the data items. Using the Treemap technique in combination with large datasets (more than 500k) a fast rendering and interaction techniques that are beyond collapsing/uncollapsing nodes is still one of the main challenges. This paper presents a novel rendering technique that enables the image synthesis of geometrical complex 3D-Treemaps in real-time. The fully hardware accelerated approach is based on shape generation using geometry shaders. This approach offers increased rendering performance and low update latency compared to existing techniques and through it enables new real-time interaction techniques to large datasets."
409,HierarchyMap: A Novel Approach to Treemap Visualization of Hierarchical Data,"The HierarchyMap describes a novel approach for Treemap Visualization method for representing large volume of hierarchical information on a 2-dimensional space. HierarchyMap algorithm is a new ordered treemap algorithm. Results of the implementation of HierarchyMap treemap algorithm show that it is capable of representing several thousands of hierarchical data on 2-dimensional space on a computer and Portable Device Application (PDA) screens while still maintaining the qualities found in existing treemap algorithms such as readability, low aspect ratio, reduced run time, and reduced number of thin rectangles. The HierarchyMap treemap algorithm is implemented in Java programming language and tested with dataset of Departmental and Faculty systems of Universities, Family trees, Plant and Animal taxonomy structures."
410,Trevis: A context tree visualization and analysis framework and its use for classifying performance failure reports,"When developers profile their applications to identify performance problems, they normally use profilers producing calling context trees. A calling context tree (CCT) represents the caller-callee relationships of a program. A dynamically collected CCT provides method coverage information. The CCTs produced by profilers also include method hotness information. Trevis, our context tree visualization and analysis framework, allows users to visualize, compare, cluster, and intersect CCTs produced by profilers. We evaluate Trevis in the context of a novel profiling tool called FlyBy. FlyBy runs transparently on an end-user's computer and continuously samples the applications' call stack. When the user perceives the application as sluggish, she presses a ""Was Slow!"" button to tell FlyBy to file a performance failure report. The report contains the CCT based on the call stack samples FlyBy gathered over the last few seconds before the user pressed the button. We show how Trevis allows us to visualize and classify FlyBy bug reports."
411,Navigation techniques for 2.5D graph layout,"In this paper, we consider the problem of navigating graphs drawn in 2.5 dimensions. First, we define criteria for good navigation and then present various methods to satisfy some of the criteria. In particular, we design and implement methods for trees, clustered graphs and hierarchical graphs drawn in 2.5 dimensions."
412,Efficient planar embedding of trees for VLSI layouts,"The use of planar polygonal partitioning schemes for planar embedding of tree structures is examined. Two layout designs based on recursive square and triangular decompositions are described for trees having branching factors of k*k and k*k-1, where k is an integer. The former design allocates the same amount of area to nodes at all levels and requires a total area linear in the number N of nodes in the tree. The latter design assigns increasing area to nodes closer to the root and requires a total area of O[N(k*k/(k*k-1))logN]. The longest interconnection has a length of O(sqrt(Area(N))) in each case."
413,The hype over Hyperbolic Browsers,"Considers complaints about the usability in the human-computer interaction aspect of information retrieval and discusses information visualization, the Online Library of Information Visualization Environments, hyperbolic information structure, subject searching, real-world applications, relational databases and hyperbolic trees, and the future of visual information structures."
414,Information Pyramidstexttrademark: A New Approach to Visualising Large Hierarchies,"This paper presents work in progress on a new technique for visualising and manipulating large hierarchies. The Information Pyramids approach compactly visualises hierarchical structures in three dimensions using pyramid-like structures, which grow upwards as the hierarchy is descended. The technique is described in the context of our early experience with a prototype file system visualiser based on Information Pyramids."
415,"Information Slices: Visualising and Exploring Large Hierarchies using Cascading, Semi-Circular Discs",This paper presents work in progress on a new technique for visualising and manipulating large hierarchies. The information slices approach compactly visualises hierarchical structures using a series of semi-circular discs. The technique is described in the context of our early experience with a prototype file system visualiser based on information slices.
416,The InfoSky visual explorer: Exploiting hierarchical structure and document similarities,"InfoSky is a system enabling users to explore large, hierarchically structured document collections. Similar to a real-world telescope, InfoSky employs a planar graphical representation with variable magnification. Documents of similar content are placed close to each other and are visualised as stars, forming clusters with distinct shapes. For greater performance, the hierarchical structure is exploited and force-directed placement is applied recursively at each level on much fewer objects, rather than on the whole corpus. Collections of documents at a particular level in the hierarchy are visualised with bounding polygons using a modified weighted Voronoi diagram. Their area is related to the number of documents contained. Textual labels are displayed dynamically during navigation, adjusting to the visualisation content. Navigation is animated and provides a seamless zooming transition between summary and detail view. Users can map metadata such as document size or age to attributes of the visualisation such as colour and luminance. Queries can be made and matching documents or collections are highlighted. Formative usability testing is ongoing; a small baseline experiment comparing the telescope browser to a tree browser is discussed."
417,Visual Exploration of Large Hierarchies with Information Pyramids,"Information pyramids compactly visualise large hierarchical structures in three dimensions using pyramid-like structures, which grow upwards as the hierarchy deepens. A plateau represents the root of the tree; other, smaller plateaus arranged on top of it represent its subtrees. Separate glyphs are used to represent leaf nodes such as files or documents and navigational facilities are provided for interactive exploration. Two generations of information pyramids prototype are described and discussed."
418,Visualising Large Hierarchically Structured Document Repositories with InfoSky,"InfoSky is an interactive system for the exploration of large, hierarchically structured document collections. InfoSky employs a planar graphical representation with variable magnification like a real-world telescope. The hierarchical structure is reflected using recursive subdivision into Voronoi polygons. At each level of the hierarchy documents and subcollections are positioned according to the similarity of their content using a force-directed placement technique. Documents are assumed to have significant textual content, which can be extracted with specialised tools. The hierarchical structure is exploited for greater performance. Force-directed placement is applied recursively at each level on the objects at that level rather than on the whole corpus."
419,The visualisation of large hierarchical document spaces with InfoSky,"It is no longer unusual for large document collections to contain many millions of documents. In order to manage this size of repository, it is often essential to structure the repository according to a thematic classification hierarchy. InfoSky is a system enabling users to explore such large, hierarchically structured document collections. Similar to a real-world telescope, InfoSky employs a planar graphical representation with variable magnification. The hierarchical structure is represented by recursive Voronoi subdivision of the available space. At each level, larger subcollections are assigned more space and related subcollections gravitate towards one another. Individual documents at each level of the hierarchy are represented by stars placed according to their similarity. Finally, InfoSky extracts and displays descriptors describing the essential theme of each subcollection at each level of the hierarchy."
